ID_Funcionario,Apelido,Area,Cargo,Anos_na_Empresa,Aval_Valores,Descricao_Valores,Aval_Performace,Desc_Performace,Aval_Equipe,Desc__Equipe
229,Vento,Operação,Supervisor Operacional,"0,7",5,Muito alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
230,Delta,Comercial,Executivo Comercial,"3,5",4,Alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
231,Lua,Administrativo,Analista Administrativo,"0,2",4,Alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
232,Eco,Financeiro,Analista Financeiro,"1,3",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
233,Orion,Manutenção,Técnico de Manutenção,"6,9",4,Alinhado aos valores,3,Dentro do esperado,4,Satisfeito com a equipe
234,Panda,Manutenção,Técnico de Manutenção,"16,5",4,Alinhado aos valores,4,Acima do esperado,3,Neutro
235,Panda,Jurídico,Assistente Jurídico,"4,8",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
236,Aurora,Administrativo,Analista Administrativo,"0,5",4,Alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
237,Jade,Comercial,Executivo Comercial,"5,8",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
238,Falcão,Operação,Supervisor Operacional,"5,4",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
239,Falcão,Experiência do Cliente,Analista CX,"30,7",5,Muito alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
240,Bravo,Atendimento,Supervisor Atendimento,"4,1",3,Neutro,4,Acima do esperado,4,Satisfeito com a equipe
241,Trovão,RH,Business Partner,6,3,Neutro,3,Dentro do esperado,2,Insatisfeito com a equipe
242,Sirius,Administrativo,Assistente Administrativo,"14,5",4,Alinhado aos valores,3,Dentro do esperado,5,Muito satisfeito com a equipe
243,Orion,RH,Assistente RH,"2,5",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
244,Cometa,Financeiro,Analista Financeiro,"1,5",4,Alinhado aos valores,5,Muito acima do esperado,3,Neutro
245,Orion,Tecnologia,Desenvolvedor,"4,8",4,Alinhado aos valores,3,Dentro do esperado,5,Muito satisfeito com a equipe
246,Falcão,Manutenção,Eletricista,"17,6",3,Neutro,4,Acima do esperado,4,Satisfeito com a equipe
247,Bravo,Tecnologia,Analista de Dados,"1,6",4,Alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
248,Falcão,Administrativo,Analista Administrativo,"1,6",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
249,Lobo,Operação,Supervisor Operacional,"14,8",5,Muito alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
250,Vento,Administrativo,Analista Administrativo,9,5,Muito alinhado aos valores,4,Acima do esperado,3,Neutro
251,Lobo,RH,Analista RH,"2,6",5,Muito alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
252,Pixel,Operação,Supervisor Operacional,"13,8",5,Muito alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
253,Aurora,Operação,Despachante,"4,2",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
254,Lobo,Tecnologia,Desenvolvedor,"2,9",4,Alinhado aos valores,3,Dentro do esperado,4,Satisfeito com a equipe
255,Sirius,Manutenção,Mecânico,5,3,Neutro,3,Dentro do esperado,3,Neutro
256,Bravo,Atendimento,Supervisor Atendimento,12,3,Neutro,5,Muito acima do esperado,4,Satisfeito com a equipe
257,Águia,Tecnologia,Desenvolvedor,"5,9",3,Neutro,5,Muito acima do esperado,5,Muito satisfeito com a equipe
258,Sirius,Atendimento,Supervisor Atendimento,"1,6",5,Muito alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
259,Bravo,RH,Business Partner,"19,7",4,Alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
260,Pixel,Tecnologia,Analista de Sistemas,"6,5",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
261,Falcão,Operação,Fiscal Operacional,"2,9",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
262,Falcão,Administrativo,Assistente Administrativo,"11,2",2,Pouco alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
263,Pixel,Operação,Fiscal Operacional,"0,5",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
264,Lobo,Administrativo,Assistente Administrativo,"4,5",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
265,Eco,Operação,Fiscal Operacional,"0,2",5,Muito alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
266,Aurora,Atendimento,Supervisor Atendimento,"6,6",4,Alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
267,Cometa,Planejamento,Analista Planejamento,"3,1",4,Alinhado aos valores,3,Dentro do esperado,4,Satisfeito com a equipe
268,Bravo,Operação,Motorista,"0,9",3,Neutro,4,Acima do esperado,2,Insatisfeito com a equipe
269,Atlas,Operação,Fiscal Operacional,"21,9",5,Muito alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
270,Trovão,Marketing,Assistente Marketing,"9,2",4,Alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
271,Panda,Operação,Supervisor Operacional,1,4,Alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
272,Águia,RH,Analista RH,"2,3",4,Alinhado aos valores,4,Acima do esperado,3,Neutro
273,Águia,Planejamento,Analista Planejamento,1,5,Muito alinhado aos valores,4,Acima do esperado,3,Neutro
274,Falcão,Operação,Fiscal Operacional,1,5,Muito alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
275,Falcão,Operação,Motorista,5,4,Alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
276,Atlas,Manutenção,Auxiliar de Manutenção,"14,8",5,Muito alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
277,Cometa,Administrativo,Analista Administrativo,"10,7",4,Alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
278,Trovão,Operação,Despachante,"2,3",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
279,Safira,Tecnologia,Analista de Dados,"12,3",5,Muito alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
280,Safira,Comercial,Executivo Comercial,"6,5",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
281,Safira,Administrativo,Assistente Administrativo,"5,2",4,Alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
282,Lua,Financeiro,Analista Financeiro,"1,9",4,Alinhado aos valores,3,Dentro do esperado,4,Satisfeito com a equipe
283,Vento,Comercial,Executivo Comercial,"13,2",5,Muito alinhado aos valores,3,Dentro do esperado,5,Muito satisfeito com a equipe
284,Vento,Manutenção,Mecânico,"5,5",3,Neutro,4,Acima do esperado,4,Satisfeito com a equipe
285,Águia,Marketing,Assistente Marketing,"2,2",4,Alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
286,Falcão,Operação,Despachante,"9,4",3,Neutro,5,Muito acima do esperado,4,Satisfeito com a equipe
287,Safira,Marketing,Analista Marketing,"2,2",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
288,Safira,Jurídico,Assistente Jurídico,"24,8",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
289,Panda,Tecnologia,Analista de Sistemas,"1,9",5,Muito alinhado aos valores,4,Acima do esperado,3,Neutro
290,Pixel,Operação,Fiscal Operacional,"0,7",4,Alinhado aos valores,4,Acima do esperado,3,Neutro
291,Delta,Comercial,Analista Comercial,"6,4",5,Muito alinhado aos valores,4,Acima do esperado,3,Neutro
292,Lua,Operação,Motorista,8,5,Muito alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
293,Lobo,Atendimento,Supervisor Atendimento,"6,5",3,Neutro,3,Dentro do esperado,5,Muito satisfeito com a equipe
294,Águia,Comercial,Analista Comercial,"2,6",4,Alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
295,Aurora,Atendimento,Atendente,"4,1",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
296,Delta,Operação,Motorista,"1,3",4,Alinhado aos valores,5,Muito acima do esperado,3,Neutro
297,Eco,Operação,Despachante,"5,4",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
298,Falcão,Tecnologia,Analista de Dados,"2,4",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
299,Eco,Comercial,Executivo Comercial,"0,5",3,Neutro,3,Dentro do esperado,4,Satisfeito com a equipe
300,Sirius,Manutenção,Auxiliar de Manutenção,"1,1",4,Alinhado aos valores,3,Dentro do esperado,3,Neutro
301,Jade,Comercial,Analista Comercial,"0,6",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
302,Panda,Planejamento,Analista Planejamento,"20,4",5,Muito alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
303,Panda,Operação,Despachante,"1,1",5,Muito alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
304,Orion,Comercial,Executivo Comercial,"7,7",4,Alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
305,Atlas,Administrativo,Coordenador Administrativo,"12,6",4,Alinhado aos valores,3,Dentro do esperado,4,Satisfeito com a equipe
306,Eco,Manutenção,Mecânico,"2,2",3,Neutro,3,Dentro do esperado,3,Neutro
307,Jade,Operação,Despachante,"0,7",3,Neutro,4,Acima do esperado,3,Neutro
308,Panda,Financeiro,Analista Financeiro,"1,8",4,Alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
309,Safira,Atendimento,Supervisor Atendimento,"1,3",3,Neutro,5,Muito acima do esperado,5,Muito satisfeito com a equipe
310,Cometa,Experiência do Cliente,Analista CX,"1,1",3,Neutro,4,Acima do esperado,3,Neutro
311,Lobo,RH,Analista RH,"1,3",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
312,Delta,Atendimento,Supervisor Atendimento,"0,7",4,Alinhado aos valores,4,Acima do esperado,3,Neutro
313,Eco,Operação,Fiscal Operacional,"0,8",3,Neutro,3,Dentro do esperado,4,Satisfeito com a equipe
314,Bravo,Administrativo,Analista Administrativo,"2,7",3,Neutro,4,Acima do esperado,4,Satisfeito com a equipe
315,Cometa,Administrativo,Coordenador Administrativo,"1,9",3,Neutro,4,Acima do esperado,4,Satisfeito com a equipe
316,Sirius,Marketing,Assistente Marketing,2,4,Alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
317,Panda,Manutenção,Técnico de Manutenção,1,4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
318,Aurora,Atendimento,Atendente,"4,8",3,Neutro,4,Acima do esperado,4,Satisfeito com a equipe
319,Orion,Manutenção,Mecânico,"6,5",3,Neutro,3,Dentro do esperado,3,Neutro
320,Nuvem,Administrativo,Coordenador Administrativo,"5,1",4,Alinhado aos valores,5,Muito acima do esperado,3,Neutro
321,Nuvem,Atendimento,Supervisor Atendimento,"0,7",5,Muito alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
322,Orion,Operação,Fiscal Operacional,"3,1",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
323,Lobo,Manutenção,Eletricista,"4,5",4,Alinhado aos valores,3,Dentro do esperado,3,Neutro
324,Falcão,Marketing,Analista Marketing,"9,2",5,Muito alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
325,Sirius,Operação,Despachante,"4,4",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
326,Aurora,Operação,Despachante,"5,1",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
327,Bravo,Tecnologia,Analista de Dados,"13,6",5,Muito alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
328,Águia,Operação,Motorista,"0,3",5,Muito alinhado aos valores,4,Acima do esperado,3,Neutro
329,Safira,Comercial,Analista Comercial,"0,5",3,Neutro,4,Acima do esperado,5,Muito satisfeito com a equipe
330,Sol,Operação,Despachante,6,4,Alinhado aos valores,4,Acima do esperado,3,Neutro
331,Safira,Manutenção,Eletricista,"2,7",3,Neutro,3,Dentro do esperado,4,Satisfeito com a equipe
332,Aurora,Manutenção,Eletricista,"7,1",5,Muito alinhado aos valores,3,Dentro do esperado,4,Satisfeito com a equipe
333,Panda,Operação,Motorista,"14,8",4,Alinhado aos valores,4,Acima do esperado,3,Neutro
334,Atlas,Operação,Motorista,"12,1",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
335,Pixel,RH,Analista RH,"1,9",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
336,Lua,Financeiro,Assistente Financeiro,5,4,Alinhado aos valores,3,Dentro do esperado,5,Muito satisfeito com a equipe
337,Eco,Financeiro,Analista Financeiro,"4,6",5,Muito alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
338,Panda,Comercial,Analista Comercial,"6,9",4,Alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
339,Cometa,Financeiro,Assistente Financeiro,"5,1",5,Muito alinhado aos valores,3,Dentro do esperado,5,Muito satisfeito com a equipe
340,Falcão,Manutenção,Auxiliar de Manutenção,"14,8",5,Muito alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
341,Lua,Comercial,Executivo Comercial,"2,2",3,Neutro,5,Muito acima do esperado,3,Neutro
342,Cometa,Operação,Supervisor Operacional,"14,8",5,Muito alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
343,Panda,Operação,Supervisor Operacional,"3,7",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
344,Lobo,Administrativo,Assistente Administrativo,"17,8",5,Muito alinhado aos valores,2,Abaixo do esperado,4,Satisfeito com a equipe
345,Trovão,Operação,Fiscal Operacional,"14,5",5,Muito alinhado aos valores,4,Acima do esperado,3,Neutro
346,Orion,Comercial,Executivo Comercial,"2,6",5,Muito alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
347,Atlas,Marketing,Analista Marketing,"0,9",5,Muito alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
348,Lobo,Manutenção,Mecânico,"22,8",5,Muito alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
349,Sirius,Operação,Motorista,"0,5",5,Muito alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
350,Safira,Experiência do Cliente,Analista CX,"1,8",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
351,Eco,Comercial,Analista Comercial,"0,6",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
352,Sirius,Marketing,Assistente Marketing,"0,8",5,Muito alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
353,Atlas,Operação,Despachante,"5,8",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
354,Águia,Atendimento,Atendente,"0,4",5,Muito alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
355,Lobo,Operação,Despachante,"12,4",5,Muito alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
356,Cometa,Operação,Supervisor Operacional,7,4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
357,Águia,Operação,Motorista,"1,6",5,Muito alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
358,Orion,Tecnologia,Analista de Dados,"6,5",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
359,Falcão,Manutenção,Mecânico,"11,9",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
360,Pixel,Operação,Fiscal Operacional,"5,5",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
361,Jade,Operação,Supervisor Operacional,1,4,Alinhado aos valores,4,Acima do esperado,2,Insatisfeito com a equipe
362,Aurora,Experiência do Cliente,Analista CX,"1,7",3,Neutro,4,Acima do esperado,4,Satisfeito com a equipe
363,Sirius,Tecnologia,Analista de Sistemas,"17,4",5,Muito alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
364,Aurora,Planejamento,Analista Planejamento,"1,2",4,Alinhado aos valores,5,Muito acima do esperado,3,Neutro
365,Falcão,Manutenção,Eletricista,"29,3",3,Neutro,4,Acima do esperado,3,Neutro
366,Trovão,Financeiro,Analista Financeiro,"5,3",3,Neutro,4,Acima do esperado,5,Muito satisfeito com a equipe
367,Orion,Operação,Fiscal Operacional,"1,4",5,Muito alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
368,Trovão,Comercial,Executivo Comercial,"0,9",3,Neutro,4,Acima do esperado,4,Satisfeito com a equipe
369,Eco,RH,Analista RH,"5,5",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
370,Orion,Administrativo,Assistente Administrativo,"4,8",4,Alinhado aos valores,3,Dentro do esperado,4,Satisfeito com a equipe
371,Jade,Operação,Motorista,"8,1",5,Muito alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
372,Lua,Manutenção,Auxiliar de Manutenção,"0,7",3,Neutro,4,Acima do esperado,3,Neutro
373,Atlas,Tecnologia,Analista de Dados,"2,1",4,Alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
374,Safira,Operação,Motorista,"1,8",4,Alinhado aos valores,3,Dentro do esperado,4,Satisfeito com a equipe
375,Panda,Operação,Motorista,"2,7",5,Muito alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
376,Lobo,Operação,Supervisor Operacional,"3,8",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
377,Lobo,Operação,Despachante,"29,6",4,Alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
378,Pixel,Operação,Despachante,"2,7",4,Alinhado aos valores,5,Muito acima do esperado,3,Neutro
379,Lobo,Tecnologia,Desenvolvedor,"2,5",4,Alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
380,Orion,Marketing,Analista Marketing,"4,4",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
381,Lobo,Experiência do Cliente,Analista CX,"28,9",4,Alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
382,Lua,Experiência do Cliente,Analista CX,"16,3",5,Muito alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
383,Águia,Experiência do Cliente,Analista CX,6,4,Alinhado aos valores,3,Dentro do esperado,4,Satisfeito com a equipe
384,Cometa,Marketing,Analista Marketing,"10,5",4,Alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
385,Atlas,Operação,Motorista,"28,5",4,Alinhado aos valores,5,Muito acima do esperado,3,Neutro
386,Lobo,Administrativo,Analista Administrativo,"8,1",4,Alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
387,Trovão,Comercial,Executivo Comercial,"2,5",4,Alinhado aos valores,3,Dentro do esperado,5,Muito satisfeito com a equipe
388,Panda,Marketing,Analista Marketing,6,5,Muito alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
389,Lua,Comercial,Executivo Comercial,3,4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
390,Delta,Marketing,Analista Marketing,"16,2",4,Alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
391,Sirius,Experiência do Cliente,Analista CX,"5,8",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
392,Lua,Manutenção,Auxiliar de Manutenção,"9,6",3,Neutro,5,Muito acima do esperado,4,Satisfeito com a equipe
393,Cometa,Experiência do Cliente,Analista CX,"4,3",4,Alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
394,Eco,Comercial,Executivo Comercial,"0,7",5,Muito alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
395,Lobo,Operação,Motorista,"2,3",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
396,Panda,Manutenção,Eletricista,"0,5",4,Alinhado aos valores,4,Acima do esperado,3,Neutro
397,Safira,Tecnologia,Desenvolvedor,"25,7",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
398,Sol,Operação,Supervisor Operacional,"11,5",4,Alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
399,Pixel,Manutenção,Eletricista,"0,2",3,Neutro,3,Dentro do esperado,3,Neutro
400,Trovão,Manutenção,Técnico de Manutenção,"2,8",3,Neutro,2,Abaixo do esperado,3,Neutro
401,Safira,Atendimento,Supervisor Atendimento,"0,6",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
402,Sirius,Administrativo,Coordenador Administrativo,"0,2",5,Muito alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
403,Pixel,Tecnologia,Analista de Sistemas,"0,5",3,Neutro,4,Acima do esperado,4,Satisfeito com a equipe
404,Safira,Planejamento,Analista Planejamento,"2,8",4,Alinhado aos valores,2,Abaixo do esperado,3,Neutro
405,Orion,Operação,Supervisor Operacional,"9,1",5,Muito alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
406,Delta,Atendimento,Atendente,"2,4",5,Muito alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
407,Sol,Marketing,Analista Marketing,"3,6",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
408,Sol,Operação,Motorista,"13,3",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
409,Delta,Operação,Fiscal Operacional,"29,9",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
410,Orion,Experiência do Cliente,Analista CX,"5,5",4,Alinhado aos valores,3,Dentro do esperado,3,Neutro
411,Trovão,Operação,Supervisor Operacional,"2,3",3,Neutro,5,Muito acima do esperado,3,Neutro
412,Lobo,Operação,Despachante,"5,7",2,Pouco alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
413,Trovão,Experiência do Cliente,Analista CX,"7,2",5,Muito alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
414,Vento,Operação,Despachante,"9,7",4,Alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
415,Atlas,Operação,Motorista,"3,5",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
416,Atlas,Comercial,Executivo Comercial,"4,9",3,Neutro,4,Acima do esperado,3,Neutro
417,Safira,Operação,Fiscal Operacional,"1,5",3,Neutro,5,Muito acima do esperado,4,Satisfeito com a equipe
418,Delta,Tecnologia,Desenvolvedor,"1,1",5,Muito alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
419,Sol,Financeiro,Assistente Financeiro,"25,7",5,Muito alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
420,Panda,Administrativo,Assistente Administrativo,"11,6",3,Neutro,4,Acima do esperado,5,Muito satisfeito com a equipe
421,Panda,Operação,Despachante,"27,5",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
422,Orion,Operação,Supervisor Operacional,"0,2",4,Alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
423,Trovão,Administrativo,Assistente Administrativo,16,5,Muito alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
424,Lua,Tecnologia,Desenvolvedor,"4,5",4,Alinhado aos valores,3,Dentro do esperado,5,Muito satisfeito com a equipe
425,Cometa,Operação,Fiscal Operacional,"4,8",3,Neutro,3,Dentro do esperado,4,Satisfeito com a equipe
426,Pixel,Tecnologia,Desenvolvedor,"0,7",5,Muito alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
427,Vento,Manutenção,Auxiliar de Manutenção,"1,9",4,Alinhado aos valores,5,Muito acima do esperado,3,Neutro
428,Nuvem,Tecnologia,Analista de Dados,"4,3",5,Muito alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
429,Jade,Operação,Fiscal Operacional,"0,6",4,Alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
430,Cometa,Manutenção,Mecânico,"6,3",4,Alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
431,Eco,Operação,Fiscal Operacional,"7,7",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
432,Águia,RH,Assistente RH,"2,3",3,Neutro,4,Acima do esperado,4,Satisfeito com a equipe
433,Atlas,Experiência do Cliente,Analista CX,"20,4",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
434,Orion,Tecnologia,Analista de Sistemas,"0,4",4,Alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
435,Águia,Operação,Despachante,"11,1",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
436,Aurora,Manutenção,Mecânico,"24,3",3,Neutro,4,Acima do esperado,4,Satisfeito com a equipe
437,Panda,Operação,Motorista,"15,6",5,Muito alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
438,Bravo,Operação,Motorista,"1,6",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
439,Trovão,Operação,Fiscal Operacional,"4,8",5,Muito alinhado aos valores,3,Dentro do esperado,4,Satisfeito com a equipe
440,Delta,Manutenção,Técnico de Manutenção,"27,9",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
441,Atlas,Operação,Supervisor Operacional,"2,9",3,Neutro,4,Acima do esperado,4,Satisfeito com a equipe
442,Falcão,Atendimento,Supervisor Atendimento,"12,7",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
443,Bravo,Tecnologia,Analista de Sistemas,"10,6",3,Neutro,5,Muito acima do esperado,4,Satisfeito com a equipe
444,Bravo,Marketing,Assistente Marketing,"0,5",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
445,Trovão,RH,Analista RH,13,5,Muito alinhado aos valores,4,Acima do esperado,3,Neutro
446,Pixel,Financeiro,Assistente Financeiro,25,5,Muito alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
447,Sirius,Manutenção,Auxiliar de Manutenção,"6,6",3,Neutro,3,Dentro do esperado,3,Neutro
448,Panda,Administrativo,Assistente Administrativo,"22,6",5,Muito alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
449,Nuvem,Jurídico,Assistente Jurídico,"2,4",3,Neutro,4,Acima do esperado,4,Satisfeito com a equipe
450,Atlas,Marketing,Analista Marketing,"1,3",5,Muito alinhado aos valores,3,Dentro do esperado,4,Satisfeito com a equipe
451,Lobo,Manutenção,Mecânico,2,4,Alinhado aos valores,3,Dentro do esperado,4,Satisfeito com a equipe
452,Águia,Administrativo,Assistente Administrativo,"4,5",5,Muito alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
453,Nuvem,Jurídico,Assistente Jurídico,"10,2",4,Alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
454,Aurora,Operação,Motorista,"3,9",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
455,Panda,Jurídico,Assistente Jurídico,"5,1",4,Alinhado aos valores,4,Acima do esperado,3,Neutro
456,Cometa,Operação,Motorista,"0,7",4,Alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
